pc,caller_label,mnemonic,target,instruction
1DC1,L1DBF,LCALL,L5977,LCALL L5977
1DC4,L1DBF,JB,L1DDC,"JB 2Bh.2,L1DDC"
1DCB,L1DBF,JNB,L1DDC,"JNB ACC.7,L1DDC"
1DD0,L1DBF,CJNE,L1DDC,"CJNE A,#05h,L1DDC"
1DD9,L1DBF,CJNE,L1DFE,"CJNE A,#0Bh,L1DFE"
1DDE,L1DDC,LCALL,L47B0,LCALL L47B0
1DE8,L1DDC,JB,L1DEE,"JB ACC.4,L1DEE"
1DEB,L1DDC,JB,L1DF3,"JB 2Ah.4,L1DF3"
1DF0,L1DEE,LJMP,L21C9,LJMP L21C9
1DF6,L1DF3,LCALL,L453A,LCALL L453A
1DFB,L1DF3,LJMP,L21C9,LJMP L21C9
1E02,L1DFE,JB,L1E0C,"JB ACC.7,L1E0C"
1E09,L1DFE,LCALL,L045A,LCALL L045A
1E12,L1E0C,LCALL,L453A,LCALL L453A
1E18,L1E0C,LJMP,L21C9,LJMP L21C9
1E1B,L1E1B,JBC,L1E62,"JBC 20h.5,L1E62"
1E1E,L1E1B,JBC,L1E81,"JBC 28h.0,L1E81"
1E21,L1E1B,JBC,L1E5C,"JBC 22h.5,L1E5C"
1E24,L1E1B,JBC,L1E53,"JBC 21h.6,L1E53"
1E27,L1E1B,JBC,L1EA0,"JBC 20h.7,L1EA0"
1E2A,L1E1B,JBC,L1EA6,"JBC 22h.1,L1EA6"
1E2D,L1E1B,JBC,L1DBF,"JBC 21h.2,L1DBF"
1E30,L1E1B,JBC,L1EB2,"JBC 21h.3,L1EB2"
1E33,L1E1B,JBC,L1E59,"JBC 22h.6,L1E59"
1E36,L1E1B,JBC,L1E4D,"JBC 23h.2,L1E4D"
1E39,L1E1B,JBC,L1E50,"JBC 23h.3,L1E50"
1E4A,L1E1B,LJMP,L585F,LJMP L585F
1E4D,L1E4D,LJMP,L187F,LJMP L187F
1E50,L1E50,LJMP,L18A9,LJMP L18A9
1E53,L1E53,LCALL,L467E,LCALL L467E
1E56,L1E53,LJMP,L21C9,LJMP L21C9
1E59,L1E59,LJMP,L16F3,LJMP L16F3
1E5C,L1E5C,JNB,L1E9D,"JNB 29h.1,L1E9D"
1E5F,L1E5C,LJMP,L1E81,LJMP L1E81
1E62,L1E62,JNB,L1E9D,"JNB 28h.5,L1E9D"
1E69,L1E62,JNB,L1E78,"JNB ACC.3,L1E78"
1E6F,L1E62,LCALL,L453A,LCALL L453A
1E75,L1E62,LJMP,L21C9,LJMP L21C9
1E78,L1E78,JNB,L1E81,"JNB 27h.7,L1E81"
1E7B,L1E78,LCALL,L0610,LCALL L0610
1E7E,L1E78,LJMP,L21C9,LJMP L21C9
1E81,L1E81,LCALL,L5937,LCALL L5937
1E84,L1E81,LCALL,L474A,LCALL L474A
1E8C,L1E81,LCALL,L4652,LCALL L4652
1E8F,L1E81,LCALL,L477E,LCALL L477E
1E97,L1E81,LCALL,L034F,LCALL L034F
1E9D,L1E9D,LJMP,L21C9,LJMP L21C9
1EA0,L1EA0,LCALL,L468A,LCALL L468A
1EA3,L1EA0,LJMP,L21C9,LJMP L21C9
1EA6,L1EA6,LCALL,L5977,LCALL L5977
1EAF,L1EA6,LJMP,L1DDC,LJMP L1DDC
1EB4,L1EB2,JB,L1ED0,"JB 2Ch.7,L1ED0"
1EBE,L1EB2,JNB,L1EC3,"JNB ACC.0,L1EC3"
1ECA,L1EC3,LCALL,L5964,LCALL L5964
1ECD,L1EC3,LJMP,L21C9,LJMP L21C9
1ED7,L1ED0,JNB,L1EDD,"JNB ACC.0,L1EDD"
1EDA,L1ED0,LCALL,L4648,LCALL L4648
1EDF,L1EDD,LCALL,L5977,LCALL L5977
1EE2,L1EDD,LJMP,L21C9,LJMP L21C9
1EE5,L1EE5,LJMP,L1F80,LJMP L1F80
1EE8,L1EE8,LJMP,L187F,LJMP L187F
1EEB,L1EEB,LJMP,L18A9,LJMP L18A9
1EEE,L1EEE,JBC,L1F2A,"JBC 21h.6,L1F2A"
1EF1,L1EEE,JBC,L1F51,"JBC 20h.6,L1F51"
1EF4,L1EEE,JBC,L1F6B,"JBC 20h.7,L1F6B"
1EF7,L1EEE,JBC,L1F71,"JBC 21h.1,L1F71"
1EFA,L1EEE,JBC,L1EE5,"JBC 21h.2,L1EE5"
1EFD,L1EEE,JBC,L1F77,"JBC 21h.3,L1F77"
1F00,L1EEE,JBC,L1F57,"JBC 21h.7,L1F57"
1F03,L1EEE,JBC,L1F5C,"JBC 22h.0,L1F5C"
1F06,L1EEE,JBC,L1F27,"JBC 22h.6,L1F27"
1F09,L1EEE,JBC,L1F1F,"JBC 21h.0,L1F1F"
1F0C,L1EEE,JBC,L1EE8,"JBC 23h.2,L1EE8"
1F0F,L1EEE,JBC,L1EEB,"JBC 23h.3,L1EEB"
1F1C,L1EEE,LJMP,L585F,LJMP L585F
1F24,L1F1F,LJMP,L585F,LJMP L585F
1F27,L1F27,LJMP,L16F3,LJMP L16F3
1F2A,L1F2A,LCALL,L467E,LCALL L467E
1F2D,L1F2A,JNB,L1F3B,"JNB 29h.0,L1F3B"
1F30,L1F2A,JB,L1F3E,"JB 2Dh.7,L1F3E"
1F33,L1F2A,JB,L1F3B,"JB 26h.1,L1F3B"
1F3B,L1F3B,LJMP,L21C9,LJMP L21C9
1F4E,L1F3E,LJMP,L21C9,LJMP L21C9
1F51,L1F51,LCALL,L4600,LCALL L4600
1F54,L1F51,LJMP,L21C9,LJMP L21C9
1F59,L1F57,LJMP,L1F5E,LJMP L1F5E
1F65,L1F5E,LCALL,L5977,LCALL L5977
1F68,L1F5E,LJMP,L21C9,LJMP L21C9
1F6B,L1F6B,LCALL,L468A,LCALL L468A
1F6E,L1F6B,LJMP,L21C9,LJMP L21C9
1F71,L1F71,LCALL,L4648,LCALL L4648
1F74,L1F71,LJMP,L21C9,LJMP L21C9
1F7A,L1F77,LCALL,L453A,LCALL L453A
1F7D,L1F77,LJMP,L21C9,LJMP L21C9
1F8A,L1F80,JB,L1FA0,"JB 2Bh.2,L1FA0"
1F8F,L1F80,CJNE,L1FA0,"CJNE A,#05h,L1FA0"
1F9A,L1F80,LCALL,L5977,LCALL L5977
1F9D,L1F80,LJMP,L1FB0,LJMP L1FB0
1FA2,L1FA0,CJNE,L1FA8,"CJNE A,#1Ch,L1FA8"
1FA5,L1FA0,LJMP,L1FB0,LJMP L1FB0
1FA8,L1FA8,LCALL,L5977,LCALL L5977
1FAD,L1FA8,LCALL,L034F,LCALL L034F
1FB4,L1FB0,JNB,L1FB9,"JNB ACC.5,L1FB9"
1FB9,L1FB9,LCALL,L0577,LCALL L0577
1FBC,L1FB9,JB,L1FC5,"JB 29h.5,L1FC5"
1FC2,L1FB9,LJMP,L1AB8,LJMP L1AB8
1FC7,L1FC5,JB,L1FCF,"JB 2Bh.2,L1FCF"
1FCC,L1FC5,LCALL,L034F,LCALL L034F
1FCF,L1FCF,LCALL,L4831,LCALL L4831
1FD5,L1FCF,LJMP,L21C9,LJMP L21C9
1FD8,L1FD8,JBC,L2012,"JBC 20h.5,L2012"
1FDB,L1FD8,JBC,L201B,"JBC 22h.5,L201B"
1FDE,L1FD8,JBC,L200C,"JBC 21h.6,L200C"
1FE1,L1FD8,JBC,L2024,"JBC 20h.7,L2024"
1FE4,L1FD8,JBC,L2035,"JBC 20h.6,L2035"
1FE7,L1FD8,JBC,L203E,"JBC 21h.7,L203E"
1FEA,L1FD8,JBC,L203E,"JBC 22h.0,L203E"
1FED,L1FD8,JBC,L2009,"JBC 21h.4,L2009"
1FF0,L1FD8,JBC,L2046,"JBC 21h.3,L2046"
1FF3,L1FD8,JBC,L204F,"JBC 21h.2,L204F"
1FF6,L1FD8,JBC,L206D,"JBC 21h.1,L206D"
1FF9,L1FD8,JBC,L207B,"JBC 22h.6,L207B"
2006,L1FD8,LJMP,L585F,LJMP L585F
2009,L2009,LJMP,L1A7E,LJMP L1A7E
200C,L200C,LCALL,L467E,LCALL L467E
200F,L200C,LJMP,L21C9,LJMP L21C9
2012,L2012,JNB,L2046,"JNB 28h.5,L2046"
2015,L2012,LCALL,L4587,LCALL L4587
2018,L2012,LJMP,L21C9,LJMP L21C9
201B,L201B,JNB,L2046,"JNB 29h.1,L2046"
201E,L201B,LCALL,L4587,LCALL L4587
2021,L201B,LJMP,L21C9,LJMP L21C9
2024,L2024,JNB,L2032,"JNB 28h.7,L2032"
202C,L2024,LCALL,L5964,LCALL L5964
202F,L2024,LCALL,L468D,LCALL L468D
2032,L2032,LJMP,L21C9,LJMP L21C9
2035,L2035,LCALL,L4600,LCALL L4600
2038,L2035,LCALL,L5931,LCALL L5931
203B,L2035,LJMP,L21C9,LJMP L21C9
2040,L203E,LCALL,L47B0,LCALL L47B0
2043,L203E,LJMP,L21C9,LJMP L21C9
2046,L2046,LCALL,L5977,LCALL L5977
2049,L2046,LCALL,L5931,LCALL L5931
204C,L2046,LJMP,L21C9,LJMP L21C9
2052,L204F,JB,L2061,"JB 28h.6,L2061"
2059,L204F,JNB,L2061,"JNB ACC.6,L2061"
2061,L2061,JNB,L206A,"JNB 28h.5,L206A"
2064,L2061,LCALL,L5977,LCALL L5977
2067,L2061,LCALL,L4652,LCALL L4652
206A,L206A,LJMP,L21C9,LJMP L21C9
206D,L206D,LCALL,L4648,LCALL L4648
2070,L206D,LCALL,L5977,LCALL L5977
2078,L206D,LJMP,L21C9,LJMP L21C9
207B,L207B,LJMP,L16F3,LJMP L16F3
207E,L207E,JBC,L20AF,"JBC 21h.6,L20AF"
2081,L207E,JBC,L20DD,"JBC 20h.7,L20DD"
2084,L207E,JBC,L20AC,"JBC 21h.4,L20AC"
2087,L207E,JBC,L20A6,"JBC 21h.3,L20A6"
208A,L207E,JBC,L20CE,"JBC 21h.1,L20CE"
208D,L207E,JBC,L20A9,"JBC 2Eh.4,L20A9"
2090,L207E,JBC,L20DA,"JBC 22h.6,L20DA"
2093,L207E,JBC,L20C9,"JBC 22h.1,L20C9"
2096,L207E,JBC,L20C3,"JBC 20h.6,L20C3"
20A3,L207E,LJMP,L585F,LJMP L585F
20A6,L20A6,LJMP,L2130,LJMP L2130
20A9,L20A9,LJMP,L215E,LJMP L215E
20AC,L20AC,LJMP,L1A7E,LJMP L1A7E
20AF,L20AF,LCALL,L467E,LCALL L467E
20B2,L20AF,JNB,L20C0,"JNB 29h.0,L20C0"
20B7,L20AF,LCALL,L477E,LCALL L477E
20BA,L20AF,LCALL,L474A,LCALL L474A
20C0,L20C0,LJMP,L21C9,LJMP L21C9
20C3,L20C3,LCALL,L4600,LCALL L4600
20C6,L20C3,LJMP,L21C9,LJMP L21C9
20CB,L20C9,LJMP,L21C9,LJMP L21C9
20CE,L20CE,JB,L20D7,"JB 2Dh.6,L20D7"
20D1,L20CE,LCALL,L4648,LCALL L4648
20D4,L20CE,LJMP,L21C9,LJMP L21C9
20D7,L20D7,LJMP,L2153,LJMP L2153
20DA,L20DA,LCALL,L46A0,LCALL L46A0
20E1,L20DD,JB,L212A,"JB ACC.6,L212A"
20E4,L20DD,JNB,L20F7,"JNB 2Dh.2,L20F7"
20EC,L20DD,LCALL,L03D3,LCALL L03D3
20F2,L20DD,CJNE,L210F,"CJNE A,#0Bh,L210F"
20FC,L20F7,JZ,L2101,JZ L2101
2103,L2101,LCALL,L03D3,LCALL L03D3
2109,L2101,CJNE,L210F,"CJNE A,#0Bh,L210F"
210C,L2101,LJMP,L21AA,LJMP L21AA
2111,L210F,CJNE,L2122,"CJNE R1,#00h,L2122"
211F,L211D,DJNZ,L211D,"DJNZ R2,L211D"
2127,L2122,LJMP,L21C9,LJMP L21C9
212A,L212A,LCALL,L468D,LCALL L468D
212D,L212A,LJMP,L21C9,LJMP L21C9
2138,L2130,LCALL,L03D3,LCALL L03D3
2140,L2130,CJNE,L2145,"CJNE A,#03h,L2145"
2149,L2145,JB,L2153,"JB ACC.6,L2153"
2150,L2145,LJMP,L21C9,LJMP L21C9
2156,L2153,LCALL,L453A,LCALL L453A
215B,L2153,LJMP,L21C9,LJMP L21C9
2162,L215E,JNB,L2186,"JNB 2Dh.2,L2186"
2165,L215E,CJNE,L2170,"CJNE A,#07h,L2170"
216D,L2168,LJMP,L218C,LJMP L218C
2175,L2170,LCALL,L03D3,LCALL L03D3
2181,L2170,CJNE,L21B0,"CJNE A,#0Bh,L21B0"
2184,L2170,SJMP,L2168,SJMP L2168
2186,L2186,CJNE,L218C,"CJNE A,#08h,L218C"
2189,L2186,LJMP,L21AA,LJMP L21AA
218E,L218C,JZ,L2196,JZ L2196
2193,L218C,LJMP,L2199,LJMP L2199
219B,L2199,LCALL,L03D3,LCALL L03D3
21A7,L2199,CJNE,L21B0,"CJNE A,#0Bh,L21B0"
21AA,L21AA,LCALL,L4648,LCALL L4648
21AD,L21AA,LJMP,L21C9,LJMP L21C9
21B2,L21B0,CJNE,L21C1,"CJNE R1,#00h,L21C1"
21C6,L21C1,LJMP,L21C9,LJMP L21C9
21CB,L21C9,LJMP,L585F,LJMP L585F
21CE,L21CE,JBC,L21E6,"JBC 20h.7,L21E6"
21D1,L21CE,JBC,L21EB,"JBC 21h.1,L21EB"
21D4,L21CE,JBC,L21FB,"JBC 22h.6,L21FB"
21E3,L21CE,LJMP,L585F,LJMP L585F
21E6,L21E6,LCALL,L468A,LCALL L468A
21E9,L21E6,SJMP,L21C9,SJMP L21C9
21ED,L21EB,LCALL,L0410,LCALL L0410
21F0,L21EB,LCALL,L045A,LCALL L045A
21F3,L21EB,LCALL,L4648,LCALL L4648
21F9,L21EB,SJMP,L21C9,SJMP L21C9
21FB,L21FB,LCALL,L46A0,LCALL L46A0
21FE,L21FB,SJMP,L21C9,SJMP L21C9
2200,L2200,JBC,L222F,"JBC 21h.6,L222F"
2203,L2200,JBC,L2235,"JBC 21h.7,L2235"
2206,L2200,JBC,L223E,"JBC 22h.0,L223E"
2209,L2200,JBC,L2248,"JBC 20h.7,L2248"
220C,L2200,JBC,L2250,"JBC 21h.1,L2250"
220F,L2200,JBC,L225D,"JBC 21h.2,L225D"
2212,L2200,JBC,L2274,"JBC 20h.5,L2274"
2215,L2200,JBC,L2280,"JBC 28h.0,L2280"
222C,L2200,LJMP,L585F,LJMP L585F
222F,L222F,LCALL,L467E,LCALL L467E
2232,L222F,LJMP,L2294,LJMP L2294
2238,L2235,LCALL,L453A,LCALL L453A
223B,L2235,LJMP,L2294,LJMP L2294
2245,L223E,LJMP,L2294,LJMP L2294
224D,L2248,LJMP,L2294,LJMP L2294
2257,L2250,LCALL,L4700,LCALL L4700
225A,L2250,LJMP,L2294,LJMP L2294
225D,L225D,JBC,L226C,"JBC 2Dh.6,L226C"
2266,L225D,LCALL,L4709,LCALL L4709
2269,L225D,LJMP,L2294,LJMP L2294
2271,L226C,LJMP,L2294,LJMP L2294
2274,L2274,JNB,L2294,"JNB 28h.5,L2294"
2277,L2274,JNB,L2280,"JNB 27h.7,L2280"
227A,L2274,LCALL,L0610,LCALL L0610
227D,L2274,LJMP,L21C9,LJMP L21C9
2286,L2280,LCALL,L034F,LCALL L034F
2289,L2280,LCALL,L474A,LCALL L474A
2291,L2280,LCALL,L4652,LCALL L4652
2294,L2294,LJMP,L21C9,LJMP L21C9
2297,L2297,JBC,L22A3,"JBC 20h.7,L22A3"
229A,L2297,JBC,L22A9,"JBC 21h.1,L22A9"
229D,L2297,JBC,L22AF,"JBC 21h.6,L22AF"
22A0,L2297,LJMP,L21C9,LJMP L21C9
22A3,L22A3,LCALL,L468A,LCALL L468A
22A6,L22A3,LJMP,L21C9,LJMP L21C9
22A9,L22A9,LCALL,L4648,LCALL L4648
22AC,L22A9,LJMP,L21C9,LJMP L21C9
22AF,L22AF,LCALL,L467E,LCALL L467E
22B5,L22AF,LJMP,L1E78,LJMP L1E78
22B8,L22B8,LJMP,L222F,LJMP L222F
22BB,L22BB,LJMP,L2248,LJMP L2248
22BE,L22BE,JBC,L22B8,"JBC 21h.6,L22B8"
22C1,L22BE,JBC,L22ED,"JBC 21h.2,L22ED"
22C4,L22BE,JBC,L22BB,"JBC 20h.7,L22BB"
22C7,L22BE,JBC,L22FC,"JBC 21h.1,L22FC"
22CA,L22BE,JBC,L2308,"JBC 22h.3,L2308"
22CD,L22BE,JBC,L22EB,"JBC 22h.2,L22EB"
22D0,L22BE,JBC,L2310,"JBC 21h.7,L2310"
22D3,L22BE,JBC,L2320,"JBC 21h.4,L2320"
22E8,L22BE,LJMP,L585F,LJMP L585F
22F0,L22ED,JNB,L22F6,"JNB 28h.6,L22F6"
22F6,L22F6,LCALL,L453A,LCALL L453A
22F9,L22F6,LJMP,L2347,LJMP L2347
2305,L22FC,LJMP,L2347,LJMP L2347
230A,L2308,LCALL,L4720,LCALL L4720
230D,L2308,LJMP,L2347,LJMP L2347
2313,L2310,LCALL,L453A,LCALL L453A
231D,L2310,LJMP,L2347,LJMP L2347
2326,L2320,JB,L233A,"JB 29h.5,L233A"
2331,L2320,LCALL,L034F,LCALL L034F
2337,L2320,LJMP,L2347,LJMP L2347
233A,L233A,LCALL,L4831,LCALL L4831
2341,L233A,LCALL,L034F,LCALL L034F
2347,L2347,LJMP,L21C9,LJMP L21C9
234A,L234A,JNB,L237B,"JNB 28h.6,L237B"
2351,L234A,JB,L2363,"JB ACC.3,L2363"
2358,L234A,JNB,L2363,"JNB ACC.1,L2363"
235D,L234A,CJNE,L2363,"CJNE A,#00h,L2363"
2360,L234A,LJMP,L2369,LJMP L2369
2369,L2369,JB,L237E,"JB 2Ah.3,L237E"
2370,L2369,JNB,L2387,"JNB ACC.2,L2387"
237B,L237B,LJMP,L21C9,LJMP L21C9
237E,L237E,LCALL,L5931,LCALL L5931
2384,L237E,LJMP,L238D,LJMP L238D
2395,L238D,LCALL,L034F,LCALL L034F
239B,L238D,LJMP,L21C9,LJMP L21C9
239E,L239E,LCALL,L46A0,LCALL L46A0
23A1,L239E,LJMP,L21C9,LJMP L21C9
23A4,L23A4,JBC,L23F4,"JBC 21h.6,L23F4"
23A7,L23A4,JBC,L23CD,"JBC 21h.3,L23CD"
23AA,L23A4,JBC,L23FC,"JBC 20h.5,L23FC"
23AD,L23A4,JBC,L2405,"JBC 21h.4,L2405"
23B0,L23A4,JBC,L240B,"JBC 22h.5,L240B"
23B3,L23A4,JBC,L239E,"JBC 22h.6,L239E"
23B6,L23A4,JBC,L242B,"JBC 21h.5,L242B"
23B9,L23A4,JBC,L240B,"JBC 21h.0,L240B"
23BC,L23A4,JBC,L23D9,"JBC 23h.1,L23D9"
23BF,L23A4,JBC,L234A,"JBC 20h.6,L234A"
23CA,L23A4,LJMP,L585F,LJMP L585F
23CD,L23CD,JNB,L23D3,"JNB 28h.6,L23D3"
23D0,L23CD,LJMP,L234A,LJMP L234A
23D3,L23D3,LCALL,L48AB,LCALL L48AB
23D6,L23D3,LJMP,L21C9,LJMP L21C9
23E1,L23D9,LCALL,L4831,LCALL L4831
23F1,L23D9,LJMP,L21C9,LJMP L21C9
23F4,L23F4,LCALL,L467E,LCALL L467E
23F9,L23F4,LJMP,L21C9,LJMP L21C9
23FC,L23FC,JNB,L2402,"JNB 28h.5,L2402"
23FF,L23FC,LCALL,L4618,LCALL L4618
2402,L2402,LJMP,L21C9,LJMP L21C9
2405,L2405,LCALL,L4632,LCALL L4632
2408,L2405,LJMP,L21C9,LJMP L21C9
240F,L240B,JZ,L2422,JZ L2422
2413,L240B,LCALL,L4831,LCALL L4831
2416,L240B,LCALL,L452E,LCALL L452E
2419,L240B,LCALL,L47B7,LCALL L47B7
241F,L240B,LJMP,L21C9,LJMP L21C9
2422,L2422,LCALL,L4798,LCALL L4798
2428,L2422,LJMP,L21C9,LJMP L21C9
242B,L242B,LCALL,L4831,LCALL L4831
2438,L242B,JNB,L2448,"JNB 2Bh.3,L2448"
243E,L242B,LCALL,L03D3,LCALL L03D3
2444,L242B,JZ,L2448,JZ L2448
2455,L2448,LCALL,L034F,LCALL L034F
245B,L2448,LJMP,L21C9,LJMP L21C9
245E,L245E,JBC,L2469,"JBC 22h.4,L2469"
2461,L245E,JBC,L247D,"JBC 21h.3,L247D"
2466,L245E,LJMP,L585F,LJMP L585F
2474,L2469,LCALL,L034F,LCALL L034F
247A,L2469,LJMP,L21C9,LJMP L21C9
247D,L247D,LCALL,L48AB,LCALL L48AB
2483,L247D,LJMP,L21C9,LJMP L21C9
2488,L2486,SJMP,L242B,SJMP L242B
248A,L248A,JNB,L24A5,"JNB 2Ah.3,L24A5"
248D,L248A,LCALL,L5937,LCALL L5937
2490,L248A,JNB,L2496,"JNB 26h.1,L2496"
2493,L248A,LCALL,L4632,LCALL L4632
249C,L2496,LCALL,L034F,LCALL L034F
249F,L2496,LCALL,L48AB,LCALL L48AB
24A5,L24A5,LJMP,L21C9,LJMP L21C9
24A8,L24A8,LCALL,L46A0,LCALL L46A0
24AB,L24A8,LJMP,L21C9,LJMP L21C9
24AE,L24AE,LJMP,L25B6,LJMP L25B6
24B1,L24B1,LJMP,L254C,LJMP L254C
24B4,L24B4,LJMP,L255B,LJMP L255B
24B7,L24B7,JBC,L24F1,"JBC 21h.6,L24F1"
24BA,L24B7,JBC,L24F7,"JBC 20h.6,L24F7"
24BD,L24B7,JBC,L2518,"JBC 22h.4,L2518"
24C0,L24B7,JBC,L24EE,"JBC 21h.3,L24EE"
24C3,L24B7,JB,L2524,"JB 21h.7,L2524"
24C6,L24B7,JB,L2524,"JB 22h.0,L2524"
24C9,L24B7,JB,L24B1,"JB 23h.2,L24B1"
24CC,L24B7,JB,L24B1,"JB 23h.3,L24B1"
24CF,L24B7,JBC,L24B4,"JBC 21h.2,L24B4"
24D2,L24B7,JBC,L248A,"JBC 21h.4,L248A"
24D5,L24B7,JBC,L2486,"JBC 21h.5,L2486"
24D8,L24B7,JBC,L24AE,"JBC 21h.0,L24AE"
24DB,L24B7,JBC,L24AE,"JBC 22h.5,L24AE"
24DE,L24B7,JBC,L24A8,"JBC 22h.6,L24A8"
24E1,L24B7,JBC,L24EB,"JBC 20h.5,L24EB"
24E8,L24B7,LJMP,L585F,LJMP L585F
24EB,L24EB,LJMP,L2581,LJMP L2581
24EE,L24EE,LJMP,L2559,LJMP L2559
24F1,L24F1,LCALL,L467E,LCALL L467E
24F4,L24F1,LJMP,L21C9,LJMP L21C9
24F7,L24F7,JB,L250D,"JB 28h.6,L250D"
2501,L24F7,CJNE,L2507,"CJNE A,#1Fh,L2507"
2504,L24F7,LJMP,L21C9,LJMP L21C9
2507,L2507,LCALL,L5937,LCALL L5937
250A,L2507,LJMP,L21C9,LJMP L21C9
250D,L250D,JNB,L2513,"JNB 2Ah.3,L2513"
2510,L250D,LCALL,L5931,LCALL L5931
2515,L2513,LJMP,L21C9,LJMP L21C9
2518,L2518,JNB,L2521,"JNB 26h.1,L2521"
2521,L2521,LJMP,L21C9,LJMP L21C9
2526,L2524,CJNE,L253C,"CJNE A,#19h,L253C"
2529,L2529,JB,L2539,"JB 22h.0,L2539"
252C,L2529,JNB,L2521,"JNB 21h.7,L2521"
2533,L2529,LCALL,L47B0,LCALL L47B0
2536,L2529,LJMP,L21C9,LJMP L21C9
2539,L2539,LCALL,L45DF,LCALL L45DF
253C,L253C,CJNE,L2541,"CJNE A,#1Fh,L2541"
253F,L253C,SJMP,L2529,SJMP L2529
2541,L2541,CJNE,L254C,"CJNE A,#05h,L254C"
2544,L2541,JNB,L254C,"JNB 22h.0,L254C"
2549,L2541,LJMP,L2559,LJMP L2559
254C,L254C,LCALL,L5977,LCALL L5977
2556,L254C,LJMP,L21C9,LJMP L21C9
255F,L255B,LCALL,L034F,LCALL L034F
2564,L255B,CJNE,L257C,"CJNE A,#19h,L257C"
2567,L255B,LJMP,L256D,LJMP L256D
256A,L256A,JB,L2579,"JB 25h.6,L2579"
256D,L256D,LCALL,L5937,LCALL L5937
2570,L2570,LCALL,L48AB,LCALL L48AB
2576,L2570,LJMP,L21C9,LJMP L21C9
2579,L2579,LJMP,L25D7,LJMP L25D7
257C,L257C,CJNE,L256A,"CJNE A,#1Fh,L256A"
257F,L257C,SJMP,L2570,SJMP L2570
2581,L2581,JNB,L25B3,"JNB 28h.5,L25B3"
2588,L2581,JNB,L25B3,"JNB ACC.0,L25B3"
258B,L2581,JB,L259C,"JB 2Ah.3,L259C"
258E,L2581,LCALL,L4618,LCALL L4618
2591,L2581,LCALL,L5931,LCALL L5931
2599,L2581,LJMP,L21C9,LJMP L21C9
25A4,L259C,JB,L25AD,"JB ACC.0,L25AD"
25AA,L259C,LJMP,L25B0,LJMP L25B0
25B3,L25B3,LJMP,L21C9,LJMP L21C9
25BA,L25B6,JZ,L25D7,JZ L25D7
25BC,L25B6,JNB,L25D7,"JNB 26h.1,L25D7"
25C6,L25B6,CJNE,L25CC,"CJNE A,00h,L25CC"
25C9,L25B6,LJMP,L25D7,LJMP L25D7
25CC,L25CC,JNC,L25D7,JNC L25D7
25CE,L25CC,LCALL,L5937,LCALL L5937
25D1,L25CC,LCALL,L459D,LCALL L459D
25D4,L25CC,LJMP,L21C9,LJMP L21C9
25DF,L25D7,LCALL,L034F,LCALL L034F
25E5,L25D7,LJMP,L21C9,LJMP L21C9
25E8,L25E8,JBC,L2609,"JBC 21h.6,L2609"
25EB,L25E8,JBC,L2606,"JBC 20h.6,L2606"
25EE,L25E8,JBC,L260F,"JBC 21h.3,L260F"
25F1,L25E8,JBC,L2636,"JBC 20h.7,L2636"
25F4,L25E8,JBC,L263C,"JBC 21h.1,L263C"
25F7,L25E8,JBC,L265A,"JBC 21h.4,L265A"
25FA,L25E8,JBC,L2676,"JBC 22h.6,L2676"
2603,L25E8,LJMP,L585F,LJMP L585F
2606,L2606,LJMP,L267C,LJMP L267C
2609,L2609,LCALL,L467E,LCALL L467E
260C,L2609,LJMP,L21C9,LJMP L21C9
260F,L260F,JB,L267C,"JB 28h.6,L267C"
2616,L260F,JNB,L2626,"JNB ACC.5,L2626"
2621,L260F,JNZ,L2626,JNZ L2626
2623,L260F,LJMP,L284C,LJMP L284C
262A,L2626,JB,L264E,"JB ACC.3,L264E"
2630,L2626,LCALL,L453A,LCALL L453A
2633,L2626,LJMP,L21C9,LJMP L21C9
2636,L2636,LCALL,L468A,LCALL L468A
2639,L2636,LJMP,L21C9,LJMP L21C9
263C,L263C,JBC,L264E,"JBC 2Dh.7,L264E"
264B,L263C,LJMP,L21C9,LJMP L21C9
2651,L264E,LCALL,L453A,LCALL L453A
2657,L264E,LJMP,L21C9,LJMP L21C9
2673,L265A,LJMP,L21C9,LJMP L21C9
2676,L2676,LCALL,L46A0,LCALL L46A0
2679,L2676,LJMP,L21C9,LJMP L21C9
267C,L267C,JNB,L26B9,"JNB 28h.6,L26B9"
2687,L267C,JB,L2699,"JB ACC.3,L2699"
268E,L267C,JNB,L2699,"JNB ACC.1,L2699"
2693,L267C,CJNE,L2699,"CJNE A,#00h,L2699"
2696,L267C,LJMP,L269F,LJMP L269F
26A1,L269F,CJNE,L26B0,"CJNE A,#05h,L26B0"
26A7,L269F,LCALL,L453A,LCALL L453A
26AD,L269F,LJMP,L21C9,LJMP L21C9
26B0,L26B0,LCALL,L4921,LCALL L4921
26B3,L26B0,CJNE,L26B9,"CJNE R4,#0FFh,L26B9"
26B9,L26B9,LJMP,L21C9,LJMP L21C9
26BC,L26BC,JBC,L26D7,"JBC 21h.6,L26D7"
26BF,L26BC,JBC,L26DD,"JBC 20h.6,L26DD"
26C2,L26BC,JBC,L26EB,"JBC 21h.3,L26EB"
26C5,L26BC,JBC,L265A,"JBC 21h.4,L265A"
26C8,L26BC,JBC,L26FD,"JBC 20h.7,L26FD"
26CB,L26BC,JBC,L2676,"JBC 22h.6,L2676"
26D4,L26BC,LJMP,L585F,LJMP L585F
